county1,countyname1,mi_to_county,county2,countyname2
37129,New Hanover County,23.17365196,37141,Pender County
37131,Northampton County,18.07560959,37083,Halifax County
37131,Northampton County,19.99101037,51081,Greensville County
37131,Northampton County,20.44041636,51595,Emporia city
37131,Northampton County,23.52492209,37091,Hertford County
37133,Onslow County,20.34522865,37103,Jones County
37135,Orange County,13.60551397,37063,Durham County
37135,Orange County,15.73740104,37001,Alamance County
37135,Orange County,23.96591877,37145,Person County
37137,Pamlico County,21.45279361,37031,Carteret County
37137,Pamlico County,23.67622997,37049,Craven County
37139,Pasquotank County,7.619038917,37029,Camden County
37139,Pasquotank County,10.02477193,37143,Perquimans County
37139,Pasquotank County,19.24036004,37053,Currituck County
37139,Pasquotank County,21.30568874,37041,Chowan County
37141,Pender County,23.17365196,37129,New Hanover County
37143,Perquimans County,10.02477193,37139,Pasquotank County
37143,Perquimans County,11.58354381,37041,Chowan County
37143,Perquimans County,17.60615816,37029,Camden County
37143,Perquimans County,24.65459028,37073,Gates County
37143,Perquimans County,24.89453407,37187,Washington County
37145,Person County,18.14477259,37077,Granville County
37145,Person County,20.422021,37033,Caswell County
37145,Person County,23.96591877,37135,Orange County
37145,Person County,24.65662007,37063,Durham County
37147,Pitt County,18.95266287,37079,Greene County
37147,Pitt County,22.59053799,37117,Martin County
37149,Polk County,16.39190335,37161,Rutherford County
37149,Polk County,18.03300717,37089,Henderson County
37151,Randolph County,23.2055811,37057,Davidson County
37153,Richmond County,18.97308454,37165,Scotland County
37153,Richmond County,20.58428315,37007,Anson County
37153,Richmond County,24.84618183,37123,Montgomery County
37155,Robeson County,23.22836671,45033,Dillon County
37157,Rockingham County,19.86893793,51089,Henry County
37157,Rockingham County,20.85911987,37081,Guilford County
37157,Rockingham County,21.38298286,51690,Martinsville city
37159,Rowan County,17.43707743,37025,Cabarrus County
37159,Rowan County,20.06974178,37059,Davie County
37159,Rowan County,20.87834507,37057,Davidson County
37159,Rowan County,22.73858832,37097,Iredell County
37161,Rutherford County,16.39190335,37149,Polk County
37161,Rutherford County,20.61658483,37111,McDowell County
37161,Rutherford County,20.9573653,37045,Cleveland County
37165,Scotland County,18.10224575,37093,Hoke County
37165,Scotland County,18.97308454,37153,Richmond County
37165,Scotland County,20.01731896,45069,Marlboro County
37167,Stanly County,17.65072967,37025,Cabarrus County
37167,Stanly County,19.83095996,37123,Montgomery County
37167,Stanly County,24.57623362,37007,Anson County
37169,Stokes County,18.36597558,51141,Patrick County
37169,Stokes County,18.85656541,37067,Forsyth County
37169,Stokes County,20.73446324,51089,Henry County
37169,Stokes County,24.87853978,37171,Surry County
37171,Surry County,17.7724807,37197,Yadkin County
37171,Surry County,21.42142071,51640,Galax city
37171,Surry County,22.0244254,51035,Carroll County
37171,Surry County,24.87853978,37169,Stokes County
37173,Swain County,15.69065593,47155,Sevier County
37175,Transylvania County,18.48364189,37099,Jackson County
37175,Transylvania County,20.92094606,37089,Henderson County
37175,Transylvania County,22.88927391,45077,Pickens County
37177,Tyrrell County,22.86051935,37187,Washington County
37179,Union County,23.23870966,45057,Lancaster County
37179,Union County,23.81302901,37007,Anson County
37179,Union County,24.6149276,37119,Mecklenburg County
37181,Vance County,14.75117857,37077,Granville County
37181,Vance County,17.14193884,37185,Warren County
37181,Vance County,20.33296308,37069,Franklin County
37181,Vance County,22.32459902,51117,Mecklenburg County
37183,Wake County,21.27018331,37063,Durham County
37183,Wake County,24.85767594,37101,Johnston County
37185,Warren County,17.14193884,37181,Vance County
37185,Warren County,23.71023211,37069,Franklin County
37185,Warren County,24.95030725,51117,Mecklenburg County
37187,Washington County,19.60322814,37041,Chowan County
37187,Washington County,22.86051935,37177,Tyrrell County
37187,Washington County,24.89453407,37143,Perquimans County
37189,Watauga County,16.24375947,37011,Avery County
37189,Watauga County,17.24652211,47091,Johnson County
37189,Watauga County,18.18951505,37009,Ashe County
37189,Watauga County,21.64412432,37027,Caldwell County
37189,Watauga County,23.4633861,47019,Carter County
37191,Wayne County,19.97213937,37079,Greene County
37191,Wayne County,22.35393236,37107,Lenoir County
37191,Wayne County,22.90516039,37101,Johnston County
37191,Wayne County,24.07611826,37195,Wilson County
37193,Wilkes County,19.43707301,37005,Alleghany County
37193,Wilkes County,19.93468756,37003,Alexander County
37193,Wilkes County,24.30006245,37009,Ashe County
37195,Wilson County,18.49327145,37127,Nash County
37195,Wilson County,20.33384362,37079,Greene County
37195,Wilson County,23.03465506,37065,Edgecombe County
37195,Wilson County,24.07611826,37191,Wayne County
37197,Yadkin County,17.26764386,37059,Davie County
37197,Yadkin County,17.7724807,37171,Surry County
37197,Yadkin County,22.83407472,37067,Forsyth County
37199,Yancey County,11.60255599,37121,Mitchell County
37199,Yancey County,15.8983524,47171,Unicoi County
37199,Yancey County,20.27057067,37111,McDowell County
37199,Yancey County,22.95114907,37115,Madison County
37199,Yancey County,23.14867938,37021,Buncombe County
37199,Yancey County,24.91163061,37011,Avery County
38001,Adams County,23.6338299,38041,Hettinger County
38007,Billings County,23.13113444,38033,Golden Valley County
38011,Bowman County,23.450237,38087,Slope County
38021,Dickey County,24.66792931,38045,LaMoure County
38027,Eddy County,17.94901222,38031,Foster County
38031,Foster County,17.94901222,38027,Eddy County
38033,Golden Valley County,20.34133292,30109,Wibaux County
38033,Golden Valley County,23.13113444,38007,Billings County
38039,Griggs County,23.99229773,38091,Steele County
38041,Hettinger County,23.6338299,38001,Adams County
38045,LaMoure County,24.66792931,38021,Dickey County
38047,Logan County,24.51444177,38051,McIntosh County
38051,McIntosh County,24.51444177,38047,Logan County
38073,Ransom County,23.58052109,38081,Sargent County
38077,Richland County,23.01477794,27167,Wilkin County
38081,Sargent County,23.58052109,38073,Ransom County
38087,Slope County,23.450237,38011,Bowman County
38091,Steele County,23.99229773,38039,Griggs County
39001,Adams County,22.00531017,39015,Brown County
39001,Adams County,22.07422209,21135,Lewis County
39001,Adams County,24.68488036,39071,Highland County
39003,Allen County,15.7756284,39011,Auglaize County
39003,Allen County,17.52340778,39137,Putnam County
39003,Allen County,24.41045902,39065,Hardin County
39005,Ashland County,15.03404442,39139,Richland County
39005,Ashland County,20.03940899,39169,Wayne County
39009,Athens County,16.88796155,39105,Meigs County
39009,Athens County,22.38621216,39115,Morgan County
39009,Athens County,24.19533822,39163,Vinton County
39011,Auglaize County,15.55549207,39149,Shelby County
39011,Auglaize County,15.7756284,39003,Allen County
39011,Auglaize County,21.49764601,39107,Mercer County
39013,Belmont County,19.18994023,54069,Ohio County
39013,Belmont County,19.32020151,54051,Marshall County
39013,Belmont County,20.07078068,39067,Harrison County
39013,Belmont County,21.18337692,39111,Monroe County
39015,Brown County,17.32817033,39025,Clermont County
39015,Brown County,21.52662356,21023,Bracken County
39015,Brown County,22.00531017,39001,Adams County
39015,Brown County,22.47443472,39071,Highland County
39015,Brown County,23.39894417,21161,Mason County
39017,Butler County,16.82710057,39061,Hamilton County
39017,Butler County,21.02473132,39135,Preble County
39017,Butler County,21.12860103,39165,Warren County
39017,Butler County,22.97286817,18161,Union County
39019,Carroll County,19.86897444,39067,Harrison County
39019,Carroll County,20.97012901,39029,Columbiana County
39019,Carroll County,21.34087493,39081,Jefferson County
39019,Carroll County,21.66320253,39151,Stark County
39019,Carroll County,21.97602922,39157,Tuscarawas County
39021,Champaign County,14.92978026,39023,Clark County
39021,Champaign County,17.60466422,39091,Logan County
39021,Champaign County,23.94964598,39159,Union County
39021,Champaign County,24.9705465,39109,Miami County
39023,Clark County,14.92978026,39021,Champaign County
39023,Clark County,16.92367483,39057,Greene County
39023,Clark County,20.3372153,39097,Madison County
39025,Clermont County,14.32544134,21037,Campbell County
39025,Clermont County,17.32817033,39015,Brown County
39025,Clermont County,22.26158897,21117,Kenton County
39025,Clermont County,23.39773112,39061,Hamilton County
39027,Clinton County,18.98472107,39165,Warren County
39027,Clinton County,19.37162124,39057,Greene County
39027,Clinton County,19.45972171,39071,Highland County
39027,Clinton County,21.26307471,39047,Fayette County
39029,Columbiana County,16.75326298,39099,Mahoning County
39029,Columbiana County,20.49401995,54029,Hancock County
39029,Columbiana County,20.97012901,39019,Carroll County
39029,Columbiana County,23.08003171,42007,Beaver County
39031,Coshocton County,18.5576629,39075,Holmes County
39031,Coshocton County,22.85836093,39119,Muskingum County
39033,Crawford County,20.30933741,39175,Wyandot County
39033,Crawford County,20.62908109,39139,Richland County
39033,Crawford County,21.53207295,39147,Seneca County
39033,Crawford County,22.18866824,39101,Marion County
39033,Crawford County,23.3046001,39117,Morrow County
39035,Cuyahoga County,20.47576803,39085,Lake County
39037,Darke County,20.4320026,18135,Randolph County
39037,Darke County,21.42530485,39109,Miami County
39039,Defiance County,14.76381499,39125,Paulding County
39039,Defiance County,17.55693589,39171,Williams County
39039,Defiance County,21.8398156,39069,Henry County
39041,Delaware County,18.98784741,39159,Union County
39041,Delaware County,20.28388199,39117,Morrow County
39041,Delaware County,21.38405205,39049,Franklin County
39041,Delaware County,23.07222287,39101,Marion County
39043,Erie County,19.60347269,39093,Lorain County
39045,Fairfield County,19.71281028,39073,Hocking County
39045,Fairfield County,20.7462081,39127,Perry County
39045,Fairfield County,23.68498793,39129,Pickaway County
39045,Fairfield County,24.79408089,39089,Licking County
39047,Fayette County,21.26307471,39027,Clinton County
39047,Fayette County,22.616106,39129,Pickaway County
39047,Fayette County,23.8853367,39097,Madison County
39047,Fayette County,24.95261415,39057,Greene County
39049,Franklin County,21.38405205,39041,Delaware County
39049,Franklin County,21.4016571,39097,Madison County
39049,Franklin County,22.2703636,39129,Pickaway County
39051,Fulton County,18.36616998,39069,Henry County
39051,Fulton County,20.84595012,26091,Lenawee County
39051,Fulton County,23.88156605,39171,Williams County
39053,Gallia County,15.47254463,54053,Mason County
39053,Gallia County,18.75813332,39087,Lawrence County
39053,Gallia County,21.59285421,39079,Jackson County
39053,Gallia County,23.89324028,39105,Meigs County
39055,Geauga County,22.88020673,39133,Portage County
39055,Geauga County,24.80762001,39155,Trumbull County
39057,Greene County,16.92367483,39023,Clark County
39057,Greene County,19.37162124,39027,Clinton County
39057,Greene County,21.54104225,39113,Montgomery County
39057,Greene County,23.2785179,39165,Warren County
39057,Greene County,24.95261415,39047,Fayette County
39059,Guernsey County,20.14130966,39121,Noble County
39059,Guernsey County,24.39968693,39119,Muskingum County
39061,Hamilton County,16.82710057,39017,Butler County
39061,Hamilton County,18.35308965,21015,Boone County
39061,Hamilton County,18.41886133,21117,Kenton County
39061,Hamilton County,19.39584715,21037,Campbell County
39061,Hamilton County,23.2064958,18029,Dearborn County
39061,Hamilton County,23.39773112,39025,Clermont County
39063,Hancock County,21.4971181,39175,Wyandot County
39063,Hancock County,23.49581509,39065,Hardin County
39063,Hancock County,24.23987568,39137,Putnam County
39063,Hancock County,24.95575082,39173,Wood County
39065,Hardin County,19.60308793,39091,Logan County
39065,Hardin County,22.17035888,39175,Wyandot County
39065,Hardin County,23.49581509,39063,Hancock County
39065,Hardin County,24.41045902,39003,Allen County
39067,Harrison County,18.88891406,39081,Jefferson County
39067,Harrison County,19.86897444,39019,Carroll County
39067,Harrison County,20.07078068,39013,Belmont County
39067,Harrison County,22.67497796,39157,Tuscarawas County
39069,Henry County,18.36616998,39051,Fulton County
39069,Henry County,21.71272837,39137,Putnam County
39069,Henry County,21.8398156,39039,Defiance County
39069,Henry County,23.05385232,39173,Wood County
39071,Highland County,19.45972171,39027,Clinton County
39071,Highland County,22.47443472,39015,Brown County
39071,Highland County,24.68488036,39001,Adams County
39073,Hocking County,16.46742915,39163,Vinton County
39073,Hocking County,19.71281028,39045,Fairfield County
39073,Hocking County,21.8156229,39127,Perry County
39075,Holmes County,18.40128947,39169,Wayne County
39075,Holmes County,18.5576629,39031,Coshocton County
39079,Jackson County,17.85576143,39163,Vinton County
39079,Jackson County,21.59285421,39053,Gallia County
39079,Jackson County,23.88360212,39131,Pike County
39079,Jackson County,24.82272096,39145,Scioto County
39081,Jefferson County,12.93761229,54029,Hancock County
39081,Jefferson County,13.00199372,54009,Brooke County
39081,Jefferson County,18.88891406,39067,Harrison County
39081,Jefferson County,21.34087493,39019,Carroll County
39081,Jefferson County,22.03233251,54069,Ohio County
39083,Knox County,21.44581351,39117,Morrow County
39083,Knox County,21.64337389,39089,Licking County
39085,Lake County,20.47576803,39035,Cuyahoga County
39087,Lawrence County,18.75813332,39053,Gallia County
39087,Lawrence County,19.04702435,21019,Boyd County
39087,Lawrence County,19.52535,54011,Cabell County
39087,Lawrence County,22.67447762,21089,Greenup County
39089,Licking County,21.64337389,39083,Knox County
39089,Licking County,24.79408089,39045,Fairfield County
39091,Logan County,17.60466422,39021,Champaign County
39091,Logan County,19.60308793,39065,Hardin County
39091,Logan County,21.96109893,39159,Union County
39091,Logan County,23.31520251,39149,Shelby County
39093,Lorain County,19.60347269,39043,Erie County
39095,Lucas County,16.1796386,26115,Monroe County
39095,Lucas County,23.63711628,39173,Wood County
39097,Madison County,20.3372153,39023,Clark County
39097,Madison County,21.4016571,39049,Franklin County
39097,Madison County,23.8853367,39047,Fayette County
39099,Mahoning County,16.75326298,39029,Columbiana County
39099,Mahoning County,20.59421447,39155,Trumbull County
39099,Mahoning County,22.76668578,42073,Lawrence County
39099,Mahoning County,24.74198918,39133,Portage County
39101,Marion County,18.89176926,39175,Wyandot County
39101,Marion County,20.17024996,39117,Morrow County
39101,Marion County,22.18866824,39033,Crawford County
39101,Marion County,22.62936068,39159,Union County
39101,Marion County,23.07222287,39041,Delaware County
39103,Medina County,18.98362035,39153,Summit County
39103,Medina County,19.79815911,39169,Wayne County
39105,Meigs County,16.88796155,39009,Athens County
39105,Meigs County,22.83775815,54053,Mason County
39105,Meigs County,23.89324028,39053,Gallia County
39107,Mercer County,20.7086182,18075,Jay County
39107,Mercer County,21.49764601,39011,Auglaize County
39107,Mercer County,21.57500947,18001,Adams County
39107,Mercer County,22.25530638,39161,Van Wert County
39109,Miami County,19.61976471,39149,Shelby County
39109,Miami County,20.85887071,39113,Montgomery County
39109,Miami County,21.42530485,39037,Darke County
39109,Miami County,24.9705465,39021,Champaign County
39111,Monroe County,19.43835532,39121,Noble County
39111,Monroe County,21.18337692,39013,Belmont County
39111,Monroe County,21.19145764,54095,Tyler County
39111,Monroe County,23.97152271,54051,Marshall County
39113,Montgomery County,18.88714063,39135,Preble County
39113,Montgomery County,20.85887071,39109,Miami County
39113,Montgomery County,21.54104225,39057,Greene County
39113,Montgomery County,23.65945415,39165,Warren County
39115,Morgan County,21.61014777,39127,Perry County
39115,Morgan County,22.38621216,39009,Athens County
39115,Morgan County,23.14886675,39167,Washington County
39115,Morgan County,23.86755805,39121,Noble County
39115,Morgan County,23.96448682,39119,Muskingum County
39117,Morrow County,20.17024996,39101,Marion County
39117,Morrow County,20.28388199,39041,Delaware County
39117,Morrow County,21.44581351,39083,Knox County
39117,Morrow County,21.78211239,39139,Richland County
39117,Morrow County,23.3046001,39033,Crawford County
39119,Muskingum County,21.9319776,39127,Perry County
39119,Muskingum County,22.85836093,39031,Coshocton County
39119,Muskingum County,23.96448682,39115,Morgan County
39119,Muskingum County,24.39968693,39059,Guernsey County
39121,Noble County,19.43835532,39111,Monroe County
39121,Noble County,20.14130966,39059,Guernsey County
39121,Noble County,21.96492572,39167,Washington County
39121,Noble County,23.86755805,39115,Morgan County
39123,Ottawa County,14.78621967,39143,Sandusky County
39125,Paulding County,14.76381499,39039,Defiance County
39125,Paulding County,18.22021646,39161,Van Wert County
39125,Paulding County,24.18809674,39137,Putnam County
39127,Perry County,20.7462081,39045,Fairfield County
39127,Perry County,21.61014777,39115,Morgan County
39127,Perry County,21.8156229,39073,Hocking County
39127,Perry County,21.9319776,39119,Muskingum County
39129,Pickaway County,22.2703636,39049,Franklin County
39129,Pickaway County,22.47096792,39141,Ross County
39129,Pickaway County,22.616106,39047,Fayette County
39129,Pickaway County,23.68498793,39045,Fairfield County
39131,Pike County,17.44266711,39141,Ross County
39131,Pike County,17.94699437,39145,Scioto County
39131,Pike County,23.88360212,39079,Jackson County
39133,Portage County,17.88111755,39153,Summit County
39133,Portage County,22.88020673,39055,Geauga County
39133,Portage County,24.31888819,39155,Trumbull County
39133,Portage County,24.74198918,39099,Mahoning County
39135,Preble County,16.86027296,18161,Union County
39135,Preble County,18.88714063,39113,Montgomery County
39135,Preble County,21.02473132,39017,Butler County
39135,Preble County,21.04274905,18177,Wayne County
39137,Putnam County,17.52340778,39003,Allen County
39137,Putnam County,21.71272837,39069,Henry County
39137,Putnam County,24.18809674,39125,Paulding County
39137,Putnam County,24.23987568,39063,Hancock County
39139,Richland County,15.03404442,39005,Ashland County
39139,Richland County,20.62908109,39033,Crawford County
39139,Richland County,21.78211239,39117,Morrow County
39141,Ross County,17.44266711,39131,Pike County
39141,Ross County,22.47096792,39129,Pickaway County
39143,Sandusky County,14.78621967,39123,Ottawa County
39143,Sandusky County,16.27585909,39147,Seneca County
39143,Sandusky County,24.89297186,39173,Wood County
39145,Scioto County,17.72391156,21089,Greenup County
39145,Scioto County,17.94699437,39131,Pike County
39145,Scioto County,24.82272096,39079,Jackson County
39147,Seneca County,16.27585909,39143,Sandusky County
39147,Seneca County,21.53207295,39033,Crawford County
39147,Seneca County,21.62936725,39175,Wyandot County
39149,Shelby County,15.55549207,39011,Auglaize County
39149,Shelby County,19.61976471,39109,Miami County
39149,Shelby County,23.31520251,39091,Logan County
39151,Stark County,21.66320253,39019,Carroll County
39151,Stark County,23.02238967,39153,Summit County
39153,Summit County,17.88111755,39133,Portage County
39153,Summit County,18.98362035,39103,Medina County
39153,Summit County,23.02238967,39151,Stark County
39155,Trumbull County,20.59421447,39099,Mahoning County
39155,Trumbull County,24.31888819,39133,Portage County
39155,Trumbull County,24.80762001,39055,Geauga County
39157,Tuscarawas County,21.97602922,39019,Carroll County
39157,Tuscarawas County,22.67497796,39067,Harrison County
39159,Union County,18.98784741,39041,Delaware County
39159,Union County,21.96109893,39091,Logan County
39159,Union County,22.62936068,39101,Marion County
39159,Union County,23.94964598,39021,Champaign County
39161,Van Wert County,18.22021646,39125,Paulding County
39161,Van Wert County,19.83255783,18001,Adams County
39161,Van Wert County,22.25530638,39107,Mercer County
39163,Vinton County,16.46742915,39073,Hocking County
39163,Vinton County,17.85576143,39079,Jackson County
39163,Vinton County,24.19533822,39009,Athens County
39165,Warren County,18.98472107,39027,Clinton County
39165,Warren County,21.12860103,39017,Butler County
39165,Warren County,23.2785179,39057,Greene County
39165,Warren County,23.65945415,39113,Montgomery County
39167,Washington County,16.5688078,54107,Wood County
39167,Washington County,18.49051155,54073,Pleasants County
39167,Washington County,21.96492572,39121,Noble County
39167,Washington County,23.14886675,39115,Morgan County
39169,Wayne County,18.40128947,39075,Holmes County
39169,Wayne County,19.79815911,39103,Medina County
39169,Wayne County,20.03940899,39005,Ashland County
39171,Williams County,17.55693589,39039,Defiance County
39171,Williams County,20.91036361,26059,Hillsdale County
39171,Williams County,22.27329571,18151,Steuben County
39171,Williams County,23.88156605,39051,Fulton County
39171,Williams County,24.31845758,18033,DeKalb County
39173,Wood County,23.05385232,39069,Henry County
39173,Wood County,23.63711628,39095,Lucas County
39173,Wood County,24.89297186,39143,Sandusky County
39173,Wood County,24.95575082,39063,Hancock County
39175,Wyandot County,18.89176926,39101,Marion County
39175,Wyandot County,20.30933741,39033,Crawford County
39175,Wyandot County,21.4971181,39063,Hancock County
39175,Wyandot County,21.62936725,39147,Seneca County
39175,Wyandot County,22.17035888,39065,Hardin County
40001,Adair County,19.3217398,40021,Cherokee County
40001,Adair County,24.76726872,5143,Washington County
40005,Atoka County,20.36727552,40029,Coal County
40009,Beckham County,24.34310143,40055,Greer County
40019,Carter County,20.3343823,40099,Murray County
40019,Carter County,20.46554789,40085,Love County
40021,Cherokee County,19.3217398,40001,Adair County
40023,Choctaw County,24.91724356,48277,Lamar County
40027,Cleveland County,14.61348358,40087,McClain County
40027,Cleveland County,20.97063509,40125,Pottawatomie County
40027,Cleveland County,24.71158199,40109,Oklahoma County
40029,Coal County,20.36727552,40005,Atoka County
40029,Coal County,24.90556643,40123,Pontotoc County
40035,Craig County,22.61954641,40115,Ottawa County
40035,Craig County,22.85676718,40105,Nowata County
40039,Custer County,23.01550218,40043,Dewey County
40039,Custer County,24.55934278,40149,Washita County
40041,Delaware County,24.57820468,40097,Mayes County
40043,Dewey County,23.01550218,40039,Custer County
40049,Garvin County,20.65867453,40099,Murray County
40049,Garvin County,22.59475686,40087,McClain County
40051,Grady County,24.734161,40087,McClain County
40055,Greer County,21.06644213,40057,Harmon County
40055,Greer County,24.34310143,40009,Beckham County
40055,Greer County,24.89916348,40065,Jackson County
40057,Harmon County,21.06644213,40055,Greer County
40063,Hughes County,21.17104105,40133,Seminole County
40065,Jackson County,24.89916348,40055,Greer County
40069,Johnston County,20.87810253,40095,Marshall County
40083,Logan County,24.949936,40109,Oklahoma County
40085,Love County,20.46554789,40019,Carter County
40085,Love County,22.10381715,48097,Cooke County
40087,McClain County,14.61348358,40027,Cleveland County
40087,McClain County,22.59475686,40049,Garvin County
40087,McClain County,24.734161,40051,Grady County
40091,McIntosh County,23.59907883,40101,Muskogee County
40095,Marshall County,20.87810253,40069,Johnston County
40097,Mayes County,20.99001587,40131,Rogers County
40097,Mayes County,24.57820468,40041,Delaware County
40099,Murray County,20.3343823,40019,Carter County
40099,Murray County,20.65867453,40049,Garvin County
40101,Muskogee County,23.59907883,40091,McIntosh County
40101,Muskogee County,24.9902979,40145,Wagoner County
40105,Nowata County,17.24920398,40147,Washington County
40105,Nowata County,22.85676718,40035,Craig County
40107,Okfuskee County,23.9071788,40111,Okmulgee County
40109,Oklahoma County,24.71158199,40027,Cleveland County
40109,Oklahoma County,24.949936,40083,Logan County
40111,Okmulgee County,23.9071788,40107,Okfuskee County
40115,Ottawa County,22.61954641,40035,Craig County
40115,Ottawa County,23.17339316,20021,Cherokee County
40117,Pawnee County,22.44448895,40119,Payne County
40119,Payne County,22.44448895,40117,Pawnee County
40123,Pontotoc County,24.90556643,40029,Coal County
40125,Pottawatomie County,20.33156788,40133,Seminole County
40125,Pottawatomie County,20.97063509,40027,Cleveland County
40131,Rogers County,20.99001587,40097,Mayes County
40133,Seminole County,20.33156788,40125,Pottawatomie County
40133,Seminole County,21.17104105,40063,Hughes County
40145,Wagoner County,24.9902979,40101,Muskogee County
40147,Washington County,17.24920398,40105,Nowata County
40149,Washita County,24.55934278,40039,Custer County
41007,Clatsop County,22.99181063,53069,Wahkiakum County
41021,Gilliam County,22.67587482,41055,Sherman County
41051,Multnomah County,15.82746465,53011,Clark County
41053,Polk County,24.07865308,41071,Yamhill County
41055,Sherman County,22.67587482,41021,Gilliam County
41067,Washington County,23.61423925,41071,Yamhill County
41071,Yamhill County,23.61423925,41067,Washington County
41071,Yamhill County,24.07865308,41053,Polk County
42001,Adams County,20.5469173,42041,Cumberland County
42001,Adams County,23.7347118,24013,Carroll County
42003,Allegheny County,23.43641168,42125,Washington County
42003,Allegheny County,24.44884608,42007,Beaver County
42005,Armstrong County,22.63647574,42063,Indiana County
42005,Armstrong County,24.77875977,42019,Butler County
42007,Beaver County,16.30547452,54029,Hancock County
42007,Beaver County,21.33882757,42073,Lawrence County
42007,Beaver County,23.08003171,39029,Columbiana County
42007,Beaver County,24.44884608,42003,Allegheny County
42009,Bedford County,20.35152451,42057,Fulton County
42011,Berks County,22.43725382,42077,Lehigh County
42013,Blair County,18.72534231,42061,Huntingdon County
42013,Blair County,21.26246865,42021,Cambria County
42015,Bradford County,24.30530557,42113,Sullivan County
42017,Bucks County,16.40997324,42091,Montgomery County
42017,Bucks County,18.82128564,34019,Hunterdon County
42017,Bucks County,21.58049236,34021,Mercer County
42017,Bucks County,22.67138413,42101,Philadelphia County
42019,Butler County,22.35586442,42073,Lawrence County
42019,Butler County,24.77875977,42005,Armstrong County
42021,Cambria County,21.26246865,42013,Blair County
42021,Cambria County,22.35667537,42063,Indiana County
42023,Cameron County,23.61409932,42047,Elk County
42025,Carbon County,21.8780228,42077,Lehigh County
42025,Carbon County,22.02380828,42089,Monroe County
42025,Carbon County,22.43475822,42079,Luzerne County
42025,Carbon County,23.90835231,42095,Northampton County
42027,Centre County,23.73200688,42087,Mifflin County
42029,Chester County,19.00675049,42045,Delaware County
42031,Clarion County,22.33297759,42121,Venango County
42031,Clarion County,22.4143642,42065,Jefferson County
42031,Clarion County,23.50022107,42053,Forest County
42037,Columbia County,13.64847873,42093,Montour County
42037,Columbia County,20.83327823,42097,Northumberland County
42037,Columbia County,23.96454734,42079,Luzerne County
42041,Cumberland County,16.09927792,42099,Perry County
42041,Cumberland County,20.5469173,42001,Adams County
42043,Dauphin County,17.88470313,42075,Lebanon County
42043,Dauphin County,24.94344591,42099,Perry County
42045,Delaware County,15.44753198,42101,Philadelphia County
42045,Delaware County,19.00675049,42029,Chester County
42045,Delaware County,19.13067075,34015,Gloucester County
42045,Delaware County,20.32335125,42091,Montgomery County
42045,Delaware County,23.79014093,34033,Salem County
42045,Delaware County,24.5130785,34007,Camden County
42047,Elk County,23.61409932,42023,Cameron County
42053,Forest County,23.0598051,42123,Warren County
42053,Forest County,23.50022107,42031,Clarion County
42055,Franklin County,21.12629885,42057,Fulton County
42055,Franklin County,22.82978197,24043,Washington County
42057,Fulton County,20.35152451,42009,Bedford County
42057,Fulton County,21.12629885,42055,Franklin County
42059,Greene County,17.31271292,54061,Monongalia County
42059,Greene County,23.64382991,54051,Marshall County
42059,Greene County,23.72766696,54049,Marion County
42059,Greene County,24.29361735,42125,Washington County
42061,Huntingdon County,18.72534231,42013,Blair County
42061,Huntingdon County,22.48383204,42087,Mifflin County
42063,Indiana County,22.35667537,42021,Cambria County
42063,Indiana County,22.63647574,42005,Armstrong County
42065,Jefferson County,22.4143642,42031,Clarion County
42067,Juniata County,11.57620831,42099,Perry County
42067,Juniata County,12.84822955,42087,Mifflin County
42067,Juniata County,23.14627649,42109,Snyder County
42069,Lackawanna County,21.47914127,42131,Wyoming County
42069,Lackawanna County,21.72919464,42127,Wayne County
42073,Lawrence County,21.33882757,42007,Beaver County
42073,Lawrence County,21.65186896,42085,Mercer County
42073,Lawrence County,22.35586442,42019,Butler County
42073,Lawrence County,22.76668578,39099,Mahoning County
42075,Lebanon County,17.88470313,42043,Dauphin County
42077,Lehigh County,17.65737833,42095,Northampton County
42077,Lehigh County,21.8780228,42025,Carbon County
42077,Lehigh County,22.43725382,42011,Berks County
42079,Luzerne County,22.43475822,42025,Carbon County
42079,Luzerne County,23.96454734,42037,Columbia County
42079,Luzerne County,24.40421975,42131,Wyoming County
42085,Mercer County,21.65186896,42073,Lawrence County
42087,Mifflin County,12.84822955,42067,Juniata County
42087,Mifflin County,22.48383204,42061,Huntingdon County
42087,Mifflin County,23.73200688,42027,Centre County
42087,Mifflin County,23.77739735,42099,Perry County
42089,Monroe County,20.99610232,42095,Northampton County
42089,Monroe County,21.77394516,34041,Warren County
42089,Monroe County,22.02380828,42025,Carbon County
42089,Monroe County,24.21946501,42103,Pike County
42091,Montgomery County,16.40997324,42017,Bucks County
42091,Montgomery County,18.6762974,42101,Philadelphia County
42091,Montgomery County,20.32335125,42045,Delaware County
42093,Montour County,12.49925732,42097,Northumberland County
42093,Montour County,13.64847873,42037,Columbia County
42093,Montour County,20.87043225,42119,Union County
42095,Northampton County,17.06450445,34041,Warren County
42095,Northampton County,17.65737833,42077,Lehigh County
42095,Northampton County,20.99610232,42089,Monroe County
42095,Northampton County,23.90835231,42025,Carbon County
42095,Northampton County,24.44423857,34019,Hunterdon County
42097,Northumberland County,12.49925732,42093,Montour County
42097,Northumberland County,19.59947926,42119,Union County
42097,Northumberland County,20.11828948,42109,Snyder County
42097,Northumberland County,20.83327823,42037,Columbia County
42099,Perry County,11.57620831,42067,Juniata County
